Status,Date_Time,City,State,Country,Shape,Summary,Has_Media,Explanation
Open,04/27/2025 23:33,Danville,CA,USA,Circle,There was an aircraft in the sky that looked like a star but and it stayed in one spot for about 3 minutes then moved quickly away,04/27/2025,Y
Open,04/27/2025 21:30,Twentynine Palms,CA,USA,Changing,"The object was rough around the edges, huge moving in a jerky fashion with no clear trajectory all over the sky",04/27/2025,Y
Open,04/27/2025 20:59,Los Angeles,CA,USA,Circle,"A light with a halo crossed the sky at about 70 degrees from horizon, to the North, and disappeared in the sky",04/28/2025,
Open,04/27/2025 20:45,Sanger,CA,USA,Orb,"White, glowing, hazy circular shape flying through the air. Brighter and denser white in center",04/27/2025,
Open,04/27/2025 20:41,,CA,USA,Unknown,Bright white silent light with cloudy glow moved fast across sky over Joshua Tree. No sound from object or wildlife.,04/27/2025,Y
Open,04/27/2025 20:35,Los Angeles,CA,USA,Unknown,White blur flying across city sky Aircraft approx 600-900agl,04/27/2025,
Open,04/24/2025 21:00,Twentynine Palms,CA,USA,Light,Saw a bright light object with aura,04/29/2025,
Open,04/24/2025 20:26,Forest Falls,CA,USA,Sphere,Saw object moving in east south east direction. With a fighter jet staying up with it about 6 miles to the north of the object.,04/28/2025,
Open .,04/23/2025 22:30,Seaside,CA,USA,Disk,Dark disk zipped out of no where over garage hovered without movement then zipped away.,04/27/2025,
Open,04/21/2025 06:30,Chico,CA,USA,Disk,Extremly bright disk shape rotating slighty opposite another ring inside,04/24/2025,
Open .,04/21/2025 02:47,Long Beach,CA,USA,Oval,"A strange flying object in the sky. It stopped for a few seconds in front of me, then moved at a blink-of-eye speed without sound.",04/21/2025,
Open .,04/20/2025 21:25,Atwater,CA,USA,Triangle,"An explosion, followed by a triangle shaped smoky/cloudy craft flying over our home and out of sight.",04/21/2025,
Open .,04/20/2025 20:12,Corte Madera,CA,USA,Disk,One saucer shaped craft with a boxy-rounded shape top. The color was silver and dark gray.,04/22/2025,
Open,04/20/2025 12:09,San Francisco,CA,USA,Other,UAP sighted from my building,04/20/2025,Y
Open,04/20/2025 05:25,Santa Barbara,CA,USA,Changing,I observed a noisless orange ball in the sky rapidly moving north to south. as it went over the house it had an orange tail.,04/20/2025,
Open,04/20/2025 04:50,Madera,CA,USA,Circle,"It’s the third time I’ve seen it. First time, it appeared and then zoomed off in seconds. Last two times it appears and disappears.",04/20/2025,Y
Open,04/18/2025 05:20,Loyalton,CA,USA,Unknown,"Nightly bright lights in sky, odd movements, size compared to lit buildings on ground is huge. Multiple craft nightly descend.",04/18/2025,Y
Open,04/14/2025 20:58,Cottonwood,CA,USA,Formation,We saw a straight line of lights in a strange order but not multiple objects just one big UFO that was bigger than our house,04/14/2025,
Open,04/14/2025 05:38,Dinuba,CA,USA,Triangle,Star gazing saw 3 lights which formed a triangle and moved in unison,04/15/2025,Y
Open,04/13/2025 21:37,Topanga,CA,USA,Light,"Single bring light, moved fast horizontally across the sky. Visible for about 5-10 seconds.",04/13/2025,
Open,04/11/2025 15:00,Santa Clarita,CA,USA,Orb,Shiny specks flying in patterns then disappearing,04/13/2025,Y
Open,04/10/2025 21:45,Moreno Valley,CA,USA,Orb,Light appeared in dark sky in place. An airplane flew by then it proceeded to follow it.,04/11/2025,Y
Open .,04/09/2025 22:05,Merced,CA,USA,Light,"Saw the bright moon, looked left and saw an incredibly bright light move extremely fast out the sky",04/09/2025,
Open,04/09/2025 20:00,Los Alamitos,CA,USA,Circle,A bright blue round object moving horizontally in the sky at a high speed.,04/10/2025,
Open .,04/09/2025 19:30,Los Alamitos,CA,USA,Circle,"First noticed the object at a standstill, later moving erratically followed by burst of extreme high speed fading and disappearing",04/09/2025,
Open,04/09/2025 17:27,San Jose,CA,USA,Cigar,"I saw a ""tictac"" flying in the sky. Unremarkable except it had no obvious wings or protrusions, made no sound, left no trail.",04/10/2025,
Open,04/09/2025 05:30,Santa Monica,CA,USA,Light,"The craft came through a portal above the pier, being escorted by what appeared to be Fighter Jets",06/25/2025,
Open .,04/08/2025 22:50,San Pablo,CA,USA,Other,"It seemed to be shaped like a boomerang, with two balls at the end which had lights and moved very advanced, rolling chair legs. Flat",04/08/2025,
Open,04/06/2025 15:35,Azusa,CA,USA,Circle,White circles near the Moon that looked like floating balloons,04/06/2025,
Open,04/05/2025 14:30,Eureka,CA,USA,Flash,Object appeared to naked eye as a metallic rectangle that seem to crumple up and expand at an inconsistent rate,04/13/2025,Y
Open,04/05/2025 06:09,Bolinas,CA,USA,Orb,"Silent orb over Bolinas, tail light split off, rejoined orb cluster. Later car mysteriously died.",04/10/2025,Y
Open !,04/04/2025 21:00,Porterville,CA,USA,Other,"Octahedron, dark metallic, 600-900ft away, followed parallel w vehicle at same speed, turned 90 degrees away, no lights or sounds.",04/09/2025,Y
Open,04/03/2025 10:06,Los Angeles,CA,USA,Cylinder,"While in the car with my intensive care worker, we saw an airplane not moving in the air - couldn't film it, camera went blurry.",06/12/2025,
Open .,03/29/2025 19:50,Richmond,CA,USA,Cylinder,Stationary object in the sky,04/07/2025,Y
Open,03/26/2025 21:23,Del Monte Forest,CA,USA,Formation,8 orbs in a horizontal formation then start splitting up into groups of 4 and slowly fading in and out,03/28/2025,Y
Open,03/26/2025 15:39,Los Angeles,CA,USA,Orb,Look like a white orb that was going up and down and sideways slowly. People passed me by and couldn’t believe what they were watching,06/10/2025,Y
Open,03/26/2025 05:05,Dublin,CA,USA,Orb,Orb traveling at high rate of speed and disappears,03/26/2025,
Open,03/25/2025 07:52,Corona,CA,USA,Orb,Walked out to the back shed at work and noticed aa shining object in the sky.. it seamed to change shapes,03/25/2025,Y
Open,03/24/2025 22:30,Lancaster,CA,USA,Changing,"Me and fiancé are runing a local ufo reporting and research group , 2nd sighting of craft in month same location..",03/25/2025,Y
Open,03/22/2025 22:50,Los Angeles,CA,USA,Orb,Red orb types that illuminated sky,03/23/2025,
Open,03/22/2025 22:00,Los Angeles,CA,USA,Light,"Fast bright streak of light at tree height, silent, vanished instantly within 1-2 seconds.",08/07/2025,
Open,03/22/2025 15:55,Orange,CA,USA,Circle,When I saw it was on my way to my game. It was like a big white shiny ball. 10 seconds later I see it just slowly disappeared.,03/27/2025,
Open,03/22/2025 15:00,Huntington Beach,CA,USA,Disk,"Bright, though distant, seemingly rotating disc slowly transgressing in a northerly direction. 1 witness. Object disappeared before 3rd",03/24/2025,
Open .,03/21/2025 22:00,Los Angeles,CA,USA,Star,"Three silent lights formed a triangle, spiraled beautifully overhead, then shot upward and vanished.",03/22/2025,
Open .,03/20/2025 22:00,Petaluma,CA,USA,Disk,I was driving and I saw it shoot across the sky from left to right very quickly.,03/22/2025,
Open !,03/19/2025 22:30,Lone Pine,CA,USA,Light,"Bright light, a connection, a show of silent power and speed.",03/25/2025,
Open,03/19/2025 20:00,San Diego,CA,USA,Triangle,Black wing shaped object approx. 20 ft wide flying approx 50 feet off ground at approx 40 mph in a northerly direction.,03/19/2025,
Open .,03/15/2025 21:51,Giffen Cantua Ranch,CA,USA,Light,Three bright white lights,03/15/2025,Y
Open,03/15/2025 06:10,Avila Beach,CA,USA,Circle,Very strange slow moving about 200 mph. No noise. Was not plane or rocket. Looked like large white slow moving asteroid.,03/15/2025,
Open,03/15/2025 06:04,Hemet,CA,USA,Light,Object flying from west to southeast Riverside County 6:04am 3/15/25,03/15/2025,
Open,03/14/2025 23:50,Los Angeles,CA,USA,Changing,Saw a blazing red trail split into an amorphous shape and then into three lights,03/15/2025,
Open !,03/14/2025 23:00,San Luis Obispo,CA,USA,Chevron,Large silent aircraft lights that didn’t reflect flying low slowly over a hill approaching a farm the memory is hard to focus on,05/03/2025,Y
Open,03/08/2025 13:10,Baywood-Los Osos,CA,USA,Disk,Object was floating around outside our dining room window to the north. Wobbling and wiggling sort of and rotating slowly.,03/08/2025,Y
Open,03/07/2025 14:47,Clovis,CA,USA,Unknown,"Distant object caught my eye very far away, watched for 3 minutes, it changed trajectory 90° I have film, but it's difficult.",03/07/2025,Y
Open,03/06/2025 13:19,Jurupa Valley,CA,USA,Triangle,"Spotted odd black craft heading SE into clouds, moving fast.",03/06/2025,Y
Open,03/06/2025 08:15,Sacramento,CA,USA,Disk,I was standing out on the side of the house and I looked up and saw this short skinny white object floating really slow across.,03/06/2025,
Open,03/04/2025 22:30,Newport Beach,CA,USA,Orb,3 orbs were flying in unison in a triangle.,03/05/2025,
Open .,03/04/2025 19:15,San Lucas,CA,USA,Triangle,Black Triangle Moving Slowly,05/26/2025,
Open,03/03/2025 19:00,Placerville,CA,USA,Orb,Flashing lights in my driveway every night,03/04/2025,Y
Open !,02/27/2025 19:15,Laguna Beach,CA,USA,Triangle,Saw a large triangle craft standing on the beach,03/04/2025,Y
Open .,02/25/2025 21:30,Loma Linda,CA,USA,Sphere,"Tonight, we saw a stationary, dimly-lit orb or sphere 1/3 size of moon in SW sky having possibly six total vertical, shallow grooves.",02/26/2025,
Open,02/25/2025 20:18,Bloomington,CA,USA,Formation,Fleet of UFO heading north east,02/25/2025,
Open,02/24/2025 19:30,Big Sur,CA,USA,Circle,"Two round, stationary yellow lights (like head lights) spaced approx. mile apart, in sky, high above the horizon that went black",03/27/2025,
Open,02/22/2025 20:00,Santa Maria,CA,USA,Orb,"Slow moving orb, changed directions & dropped 30-40 red objects",02/24/2025,
Open,02/22/2025 01:25,Sugarpine,CA,USA,Circle,I stopped to have a cig I noticed a bright blue light coming my way then it enlarged and changed to shimmering orange,02/23/2025,
Open,02/21/2025 16:57,Mountain View,CA,USA,Cigar,"The object was visible with a naked eye and a mobile phone, as an elongated streak with a metallic glow from the Sun.",02/21/2025,Y
Open,02/21/2025 11:30,Lake Elsinore,CA,USA,Cylinder,"A cylindrical Gray object went flying past the sky, crossing another flight path of two aircraft",02/21/2025,
Open,02/21/2025 09:52,Murrieta,CA,USA,Circle,Three different Items noticed all at once!,04/07/2025,Y
Open,02/19/2025 16:30,Ukiah,CA,USA,Other,Black Jellyfish UAP above the 101 freeway Northern California,02/19/2025,
Open,02/17/2025 21:00,Red Bluff,CA,USA,Light,"High up in the western sky is where we saw 4-5 tiny lights moving around, coming and going. Brite, then dim, then disappear.",02/19/2025,Y
Open,02/17/2025 19:30,Pinyon Well,CA,USA,Changing,Strange streak pattern and light movement captured on 10 second exposure picture,02/21/2025,
Open,02/16/2025 18:20,Folsom,CA,USA,Other,"Imperfect rectangle, possibly vertically long pentagram moving spotted above old folsom",02/17/2025,
Open,02/16/2025 05:40,Colton,CA,USA,Orb,4 red orbs drifting south,02/26/2025,
Open,02/14/2025 22:43,Aguanga,CA,USA,Unknown,I watched what I thought was a drone fly close to me within 15 ft above and then realized it was an angler fish looking drone,02/14/2025,
Open,02/14/2025 21:47,Modesto,CA,USA,Orb,Orb kept on moving then it dissapeared and while it was occurring my phone was very static,02/16/2025,Y
Open,02/13/2025 19:16,Tracy,CA,USA,Light,It was 7:15 in the evening on the 13th there was a huge light hiding behind some very dark clouds in the south east.,02/15/2025,
Open .,02/11/2025 20:18,San Diego,CA,USA,Triangle,We saw a large black triangle with curved corners flying very fast in the air,02/11/2025,
Open,02/10/2025 18:41,Fremont,CA,USA,Light,A light object with a very strange cloud formation extended after it,02/10/2025,Y
Open,02/10/2025 18:13,Merced,CA,USA,Changing,A zig zag stream of white with a central light moving from it creating a round span of white equidistant from the center and all around,02/10/2025,
Open,02/10/2025 18:11,Bakersfield,CA,USA,Circle,We were in the backyard around 6pm when my wife saw this thing flying in the sky with a red trail it soon stopped and changed to a blue,02/10/2025,Y
Open,02/10/2025 04:15,Roseville,CA,USA,Oval,"Bright Multi-Colored UAP Over Freeway in Roseville, CA – Morphing, Silent, Hovering Above Stationary Ground Lights – Feb 10, 2025",02/25/2025,Y
Open,02/08/2025 05:45,Rocklin,CA,USA,Orb,"First orb-- the size of Vega in night sky-- slowed to a stop in front of Vega. Within 30 seconds, multiple smaller blue orbs on display",04/16/2025,
Open,02/06/2025 19:20,Oroville,CA,USA,Cross,"It looked like a boomerang, but then I remembered that boomerangs would be spinning, that cross was just there with a faint white light",02/10/2025,
Open,02/05/2025 20:30,Pearblossom,CA,USA,Light,Sitting in the car with my wife we pulled over to rest and an orange light appeared from that light another came out of it making two,02/06/2025,
Open,02/03/2025 21:30,Stockton,CA,USA,Teardrop,A blue-lighted craft performed zigzag jumps in the sky just below the clouds.,02/03/2025,Y
Open,02/03/2025 18:31,Menlo Park,CA,USA,Orb,Stationary orbs of light spotted at a distance. Only appeared at night.,04/09/2025,
Open,01/31/2025 15:51,San Diego,CA,USA,Cigar,A white pillar / Cigar shaped object moving in the sky at a steady pace in a floating motion,02/01/2025,Y
Open,01/31/2025 09:40,,CA,USA,Cigar,Enormous cigar-shaped object hovering over Palos Verdes.,01/31/2025,Y
Open,01/29/2025 19:45,San Diego,CA,USA,Light,Circle of white light moving diagonally downward in the sky for a few seconds then completely disappearing.,01/29/2025,
Open,01/28/2025 19:30,Circle Oaks,CA,USA,Other,Faster than a propeller slower than a jet no sound,02/10/2025,Y
Open,01/27/2025 22:47,Fontana,CA,USA,Orb,2 orbs,06/09/2025,Y
Open,01/27/2025 18:20,Malibu,CA,USA,Circle,Bright light in sky visible from ucla. Not a planet or star. 45 degrees above horizon and southwest. Brightest light in sky.,01/27/2025,
Open !,01/26/2025 05:58,Oakland,CA,USA,Disk,I dont think i was dreaming but i saw two saucers fly towards me from the sky with lights and then an alien appear in my apartment,01/26/2025,
Open,01/26/2025 05:46,Beverly Hills,CA,USA,Orb,Orb with no lights or sound,01/27/2025,Y
Open .,01/25/2025 20:04,San Diego,CA,USA,Sphere,"Sphere with green light, and very bright white light",01/25/2025,
Open,01/25/2025 17:15,Carlsbad,CA,USA,Cylinder,Very slow hovering object moving in north direction with red light visible on left side,01/25/2025,Y
Open,01/24/2025 06:14,Rancho Mirage,CA,USA,Triangle,I noticed a huge triangle object in the sky being followed by 3 small objects. One of the smaller objects explodes in a ball of flames,01/24/2025,Y
Open,01/24/2025 06:13,Palo Alto,CA,USA,Fireball,Something bright appeared and flew off and disappeared. Leaving a trail that glowed until the sun rose,01/24/2025,Y
Open,01/24/2025 06:13,Laguna Beach,CA,USA,Orb,It was a glowing orb that had rays of light coming from it. It could have been a host of things but just in case I wanted to report.,01/24/2025,Y
Open,01/24/2025 06:12,Oceano,CA,USA,Teardrop,Maybe a asteroid or meteor?,01/24/2025,Y
Open,01/24/2025 06:00,Orangevale,CA,USA,Teardrop,A ship was exuding a force field in the shape of a tadpole/tear drop,01/24/2025,Y
Open,01/24/2025 06:00,Winchester,CA,USA,Sphere,Mini blimp flying upward with a long train of laser fire,01/24/2025,Y
Open,01/22/2025 20:49,Happy Camp,CA,USA,Orb,Orbs that appeared from nowhere then reappeared suddenly,10/12/2025,
Open,01/22/2025 19:51,Menifee,CA,USA,Diamond,Diamond shaped object hovering above houses for about 45 secs and promptly flew north at a fast pace when I pulled over to take a photo,01/23/2025,Y
Open .,01/22/2025 05:40,Needles,CA,USA,Chevron,"Saw about 6 bright lights in the sky above a house hovering , once I turned on the street the object slowly flew away",01/22/2025,Y
Open .,01/21/2025 18:18,Anaheim,CA,USA,Changing,"orange glowing orb shoot up from the ground and then turned into a ring of orbs, approximately 6 to 8",01/21/2025,
Open,01/16/2025 02:00,Lakeside,CA,USA,Orb,Weird drone with flashing blue and red lights.,01/16/2025,
Open,01/14/2025 22:30,Needles,CA,USA,Cone,This was captured by a camera set up to take star trails,06/23/2025,Y
Open,01/14/2025 22:14,Sacramento,CA,USA,Other,"4 drone appearing craft with alternating blue, red and green lights, suspended in the sky for at least 4 hours plus white orb",07/06/2025,Y
